"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","I_HOGAR"
"515","7910778","1","1",1,1,1,1,2927500.86681917
"516","7910779","1","1",1,0,1,1,1385369.23781037
"517","7910781","1","1",0,0,1,1,2066028.22525427
"518","7910782","1","1",1,1,1,1,1677566.72332063
"519","7910783","1","1",0,0,1,1,2193530.80900386
"520","7910787","1","1",1,0,1,1,2580317.69298017
"521","7910789","1","1",0,0,1,1,1571008.88881832
"522","7910790","1","1",1,0,1,1,2861902.91974694
"523","7910791","1","1",1,0,1,1,1271510.51474735
"524","7910792","1","1",1,0,1,1,1620931.19874597
"525","7910793","1","1",0,0,1,1,2994519.99573037
"526","7910794","1","1",1,0,1,1,1716769.92474124
"527","7910796","1","1",1,1,1,1,2728687.9296042
"528","7910797","1","1",1,1,1,1,2622357.95566812
"529","7910798","1","1",1,0,1,1,2670067.01748818
"530","7910800","1","1",1,0,1,0,2774091.36475995
"531","7910801","1","1",1,0,1,1,2412785.36623344
"532","7910802","1","1",1,0,1,1,1667252.29408592
"533","7910809","1","1",1,1,1,1,1654030.17789125
"534","7910811","1","1",1,1,1,1,2628619.54048276
"535","7910812","1","1",0,0,1,1,2110899.13679287
"536","7910813","1","1",1,0,1,1,2389925.56039244
"537","7910814","1","1",1,0,1,1,1497741.73036218
"538","7910815","1","1",1,0,1,1,2366059.08652768
"539","7910817","1","1",1,0,1,1,2834049.58577827
"540","7910820","1","1",1,1,1,1,2427170.88794336
"541","7910823","1","1",1,0,1,1,2612237.39365116
"542","7910824","1","1",0,0,1,1,1895906.28463775
"543","7910826","1","1",0,0,1,0,2309887.86110654
"544","7910827","1","1",1,0,1,1,1999425.94412714
"545","7910828","1","1",0,0,1,1,1941037.60506958
"546","7910829","1","1",1,0,1,1,2605902.82261372
"547","7910830","1","1",1,0,1,1,1414765.45372978
"548","7910832","1","1",1,0,1,1,1444751.02677941
"549","7910833","1","1",1,0,1,1,2186356.34504259
"550","7910834","1","1",1,0,1,0,2137669.50063407
"551","7910835","1","1",1,0,1,0,2987317.19169766
"552","7910836","1","1",0,0,1,0,1874150.64614266
"553","7910838","1","1",0,0,1,0,2672770.39134875
"554","7910839","1","1",1,0,1,1,2688799.19122905
"555","7910841","1","1",1,0,1,1,2578490.91164768
"556","7910842","1","1",1,1,1,1,1545714.1870819
"557","7910844","1","1",0,1,1,1,2855772.41504565
"558","7910845","1","1",1,0,1,1,1458375.86741894
"559","7910846","1","1",1,0,1,1,2806162.85609081
"560","7910847","1","1",1,0,1,1,1401944.41432133
"561","7910850","1","1",1,1,1,1,2967843.49016845
"562","7910851","1","1",1,0,1,1,2030554.80720475
"563","7910852","1","1",1,0,1,1,2560690.50857797
"564","7910855","1","1",1,1,1,1,2638192.66598672
"565","7910856","1","1",1,0,1,1,1288950.53040236
"566","7910858","1","1",1,0,1,1,1372612.60489002
"567","7910859","1","1",1,1,1,1,1670944.10590827
"568","7910860","1","1",1,1,1,1,2461447.67055288
"569","7910861","1","1",1,1,1,1,2182217.08979458
"570","7910863","1","1",1,1,1,1,2061170.09859532
"571","7910865","1","1",1,0,1,1,1720136.4932023
"572","7910866","1","1",1,0,1,1,2579432.77647719
"573","7910868","1","1",1,0,1,1,2190376.86862051
"574","7910869","1","1",1,0,1,1,2684705.52848652
"575","7910874","1","1",1,0,1,1,2394216.16161242
"576","7910875","1","1",1,0,1,1,2147305.95774949
"577","7910876","1","1",1,0,1,1,1961312.23620847
"578","7910879","1","1",0,0,1,1,1641039.15417567
"579","7910880","1","1",1,0,1,0,2695359.58660766
"580","7910881","1","1",0,0,1,1,2794864.85304311
"581","7910882","1","1",1,0,1,1,1621887.30815426
"582","7910883","1","1",1,0,1,0,2043856.12796992
"583","7910884","1","1",1,0,1,1,2906768.2444118
"584","7910885","1","1",1,0,1,1,2066851.31900012
"585","7910886","1","1",1,0,1,1,1422565.71995094
"586","7910887","1","1",0,0,1,1,2767923.03202674
"587","7910888","1","1",1,0,1,1,2071623.06696177
"588","7910891","1","1",1,0,1,1,2273863.6276871
"589","7910892","1","1",1,1,1,1,1217170.61650008
"590","7910893","1","1",1,0,1,1,2339766.54797792
"591","7910894","1","1",1,0,1,0,2093396.36873454
"592","7910895","1","1",1,0,1,1,2162322.73535803
"593","7910896","1","1",1,0,1,1,1900500.93671307
"594","7910897","1","1",1,0,1,1,2046916.55965522
"595","7910899","1","1",1,0,1,1,1489243.39367077
"596","7910901","1","1",1,1,1,1,2788572.91121036
"597","7910902","1","1",1,0,1,1,1187386.50592044
"598","7910904","1","1",1,0,1,1,2786694.65318322
"599","7910906","1","1",1,0,1,0,1634807.12054297
"600","7910907","1","1",1,0,1,1,2005656.63127229
"601","7910909","1","1",1,0,1,1,2448550.73431507
"602","7910910","1","1",0,0,1,0,1386649.84857664
"603","7910911","1","1",0,0,1,0,1880136.91687956
"604","7910912","1","1",1,0,1,1,2608156.77894279
"605","7910913","1","1",1,0,1,1,2120139.89107683
"606","7910914","1","1",1,0,1,1,2224122.69301713
"607","7910915","1","1",0,1,1,1,1802004.82392684
"608","7910916","1","1",1,0,1,1,2248249.59762394
"609","7910917","1","1",1,0,1,1,1782528.62477675
"610","7910918","1","1",1,1,1,1,2992473.15343469
"611","7910920","1","1",1,1,1,1,1384804.79134247
"612","7910922","1","1",1,0,1,1,1943220.08917108
"613","7910923","1","1",0,0,1,0,2924344.01283041
"614","7910926","1","1",1,1,1,1,2830231.60340264
"615","7910927","1","1",1,0,1,1,1895480.93166202
"616","7910928","1","1",1,0,1,1,2011361.75172403
"617","7910929","1","1",1,0,1,1,1463780.56906164
"618","7910929","1","2",1,0,1,1,1956332.77058601
"619","7910930","1","1",1,0,1,1,2754835.90474352
"620","7910931","1","1",0,0,1,1,1304568.08479503
"621","7910932","1","1",1,0,0,1,2696119.09812316
"622","7910933","1","1",1,0,1,0,2266427.08960921
"623","7910935","1","1",1,0,1,1,2807989.52432349
"624","7910936","1","1",1,1,1,1,1721623.4023124
"625","7910938","1","1",1,1,1,1,2930369.31628361
"626","7910940","1","1",1,0,1,1,1427169.70961541
"627","7910941","1","1",0,1,0,1,1166709.39795673
"628","7910942","1","1",1,0,1,1,1295994.32466552
"629","7910943","1","1",1,0,1,1,2531405.64113855
"630","7910944","1","1",1,1,1,1,1171501.78663433
"631","7910945","1","1",1,0,1,1,2780838.37311715
"632","7910946","1","1",1,0,1,1,1634636.61743328
"633","7910947","1","1",1,0,1,1,2361575.14803112
"634","7910948","1","1",1,1,1,1,2080574.71198961
"635","7910951","1","1",1,0,1,1,1375373.79117683
"636","7910952","1","1",1,0,1,1,2410642.17017964
"637","7910953","1","1",1,0,1,1,1823730.00301421
"638","7910954","1","1",1,1,1,1,2680027.00904384
"639","7910955","1","1",1,0,1,1,1291359.76977646
"640","7910959","1","1",1,0,1,1,2880725.35656393
"641","7910960","1","1",1,0,1,1,1413360.3200689
"642","7910964","1","1",1,0,1,1,1240315.98737463
"643","7910965","1","1",1,0,1,1,1630136.0716857
"644","7910966","1","1",1,0,1,1,2849004.15763259
"645","7910968","1","1",1,0,1,1,2978251.81880966
"646","7910969","1","1",1,1,1,1,2386489.88408968
"647","7910971","1","1",1,0,1,1,2144286.79978475
"648","7910973","1","1",1,0,1,1,1359597.93303162
"649","7910974","1","1",1,0,1,1,2592651.02071688
"650","7910975","1","1",1,0,1,1,2070586.42320335
"651","7910976","1","1",1,0,1,1,1656590.43807536
"652","7910977","1","1",1,0,1,1,2971114.61438239
"653","7910979","1","1",1,0,1,0,2191512.97338307
"654","7910980","1","1",1,0,1,0,2539864.4567281
"655","7910981","1","1",1,0,1,1,1669722.78600559
"656","7910982","1","1",1,0,1,0,2681324.35301319
"657","7910983","1","1",1,1,1,1,1469764.49854672
"658","7910985","1","1",1,0,1,1,1674847.06051648
"659","7910986","1","1",1,0,1,0,1673889.88180086
"660","7910987","1","1",1,1,1,1,1562464.45881203
"661","7910988","1","1",1,0,1,1,2529520.02691105
"662","7910989","1","1",1,0,1,1,2639323.12475517
"663","7910990","1","1",1,1,1,1,1869895.28279752
"664","7910992","1","1",0,0,1,1,2042192.09641218
"665","7910993","1","1",1,1,1,1,2663331.90474659
"666","7910994","1","1",0,0,1,1,2794007.67641142
"667","7910995","1","1",1,0,1,0,2225132.82386586
"668","7910996","1","1",1,0,1,0,2390437.82971799
"669","7910998","1","1",1,1,1,1,2042158.10263529
"670","7911000","1","1",0,0,1,1,1595139.91814107
"671","7911001","1","1",1,0,1,0,1494668.24078932
"672","7911002","1","1",1,0,1,1,2855167.08342358
"673","7911003","1","1",1,0,1,0,1392994.81580034
"674","7911004","1","1",1,1,1,1,2569207.18071982
"675","7911006","1","1",1,0,1,0,2703745.90435997
"676","7911007","1","1",1,0,1,0,2142823.73374328
"677","7911008","1","1",0,0,1,1,2162241.80387333
"678","7911009","1","1",1,0,1,0,2739412.73979843
"679","7911010","1","1",1,0,1,1,2769728.04550081
"680","7911011","1","1",1,0,1,1,1472860.75031385
"681","7911012","1","1",1,0,1,1,1493556.45077303
"682","7911014","1","1",1,0,1,1,1354940.83657861
"683","7911015","1","1",1,1,1,1,1408097.63966128
"684","7911016","1","1",1,0,1,1,2946448.69191572
"685","7911017","1","1",1,0,1,1,1253910.71690246
"686","7911018","1","1",0,0,1,1,2288221.30199522
"687","7911019","1","1",1,0,1,1,1257530.70048988
"688","7911020","1","1",1,0,1,0,2610976.77499056
"689","7911021","1","1",1,0,1,1,1530521.18197083
"690","7911022","1","1",0,0,1,0,2189777.18513459
"691","7911023","1","1",1,0,1,1,2747557.34611303
"692","7911024","1","1",1,0,1,1,2541322.49068469
"693","7911025","1","1",1,0,1,1,2800549.5525524
"694","7911026","1","1",1,1,1,1,1489623.6185357
"695","7911027","1","1",1,1,1,0,2205685.65323949
"696","7911028","1","1",1,0,1,1,1352296.11011222
"697","7911030","1","1",1,1,1,1,2168234.92014781
"698","7911031","1","1",1,0,1,1,1293858.50323364
"699","7911033","1","1",1,0,1,1,2469009.54036042
"700","7911034","1","1",1,0,1,1,1567956.4319551
"701","7911035","1","1",1,1,1,1,2426696.96459547
"702","7911036","1","1",0,0,1,1,1603067.89718568
"703","7911037","1","1",1,0,1,1,2029381.21113926
"704","7911041","1","1",1,0,1,1,2061955.09655401
"705","7911042","1","1",1,1,1,1,1322619.84620243
"706","7911044","1","1",1,0,1,1,1216183.94572288
"707","7911045","1","1",1,1,1,1,2609843.54099259
"708","7911047","1","1",1,0,1,1,2204903.26728672
"709","7911049","1","1",1,0,1,1,1848985.25219411
"710","7911050","1","1",1,0,1,1,2932224.80526194
"711","7911051","1","1",1,1,1,1,1823438.08211386
"712","7911052","1","1",1,1,1,1,1458147.03864977
"713","7911053","1","1",1,0,1,1,1720778.24424952
"714","7911054","1","1",1,0,1,1,2380172.23218456
"715","7911055","1","1",1,0,1,1,1215439.99871239
"716","7911056","1","1",0,0,1,0,2014464.77448568
"717","7911057","1","1",1,0,1,1,1473881.49883598
"718","7911059","1","1",1,0,1,1,2328298.75683412
"719","7911061","1","1",1,0,1,1,2978824.60253313
"720","7911062","1","1",1,1,1,1,2036773.80522713
"721","7911064","1","1",1,0,1,1,2227771.13920078
"722","7911065","1","1",1,0,1,1,2885102.37632319
"723","7911066","1","1",1,0,1,1,1179290.84183648
"724","7911067","1","1",1,0,1,1,1306898.54415134
"725","7911068","1","1",1,1,1,0,2038448.59283417
"726","7911070","1","1",1,0,1,1,2395331.40759915
"727","7911071","1","1",1,0,1,1,2126100.4071869
"728","7911072","1","1",1,0,1,1,2757407.38622844
"729","7911073","1","1",1,1,1,1,2560642.34262332
"730","7911075","1","1",1,0,1,1,1887467.79445559
"731","7911077","1","1",1,1,1,1,1669353.19080949
"732","7911078","1","1",1,0,0,1,1389850.05149618
"733","7911079","1","1",1,0,1,1,2295921.4354679
"734","7911080","1","1",1,0,1,1,2621766.66084677
"735","7911081","1","1",1,0,1,1,2521116.56982452
"736","7911082","1","1",1,1,1,1,1838758.67238268
"737","7911083","1","1",0,0,1,1,2968151.16064623
"738","7911085","1","1",1,0,1,1,2202236.76268011
"739","7911086","1","1",1,0,1,1,2669964.50150385
"740","7911087","1","1",1,0,1,1,1532307.48984963
"741","7911088","1","1",1,0,1,1,1266492.25974455
"742","7911089","1","1",1,0,1,1,2453622.68216908
"743","7911090","1","1",1,0,1,1,2704786.18830442
"744","7911091","1","1",0,0,1,0,1800150.13350174
"745","7911092","1","1",1,0,1,1,2418957.31816068
"746","7911093","1","1",1,1,1,1,2388011.90212369
"747","7911094","1","1",1,1,1,1,1865443.81894171
"748","7911095","1","1",1,0,1,1,1615171.31570727
"749","7911096","1","1",1,0,1,1,2618575.80279931
"750","7911097","1","1",1,1,1,1,1534544.63886097
"751","7911098","1","1",1,0,1,1,1452027.35682949
"752","7911100","1","1",1,0,1,1,2692809.81728807
"753","7911101","1","1",1,0,1,1,2463767.73972064
"754","7911102","1","1",0,0,1,1,2978526.71090513
"755","7911104","1","1",1,0,1,1,2282719.19699386
"756","7911105","1","1",0,0,1,1,2657229.90591079
"757","7911106","1","1",1,0,1,1,2669413.20503131
"758","7911107","1","1",0,0,1,1,2929366.12350866
"759","7911109","1","1",1,0,1,1,1236733.41326416
"760","7911110","1","1",1,0,1,1,2272093.06595847
"761","7911111","1","1",1,0,1,1,1287866.27376452
"762","7911112","1","1",1,0,1,1,2972279.0245153
"763","7911113","1","1",1,1,1,1,2976300.80804229
"764","7911114","1","1",1,0,1,1,1651303.66697907
"765","7911115","1","1",1,0,1,1,2356802.98665538
"766","7911117","1","1",1,1,1,1,2956142.32141525
"767","7911119","1","1",0,0,1,1,2531643.32982153
"768","7911125","1","1",1,0,1,1,1193797.11730406
"769","7911128","1","1",1,0,1,1,1879778.02589536
"770","7911129","1","1",1,0,1,1,2050033.8299945
"771","7911130","1","1",1,0,1,1,2280008.43223184
"772","7911131","1","1",1,0,1,1,2428875.42808428
"773","7911132","1","1",0,0,1,1,1181115.92024565
"774","7911133","1","1",1,0,1,1,2322067.43607298
"775","7911134","1","1",1,1,1,1,2665273.70687574
"776","7911135","1","1",1,0,1,1,2610929.69076708
"777","7911136","1","1",1,1,1,1,1415177.67384648
"778","7911137","1","1",1,1,1,0,1302365.24658278
"779","7911139","1","1",1,0,1,0,1923008.15688446
"780","7911140","1","1",1,1,1,1,1271752.66873091
"781","7911141","1","1",1,1,1,1,1586233.98728669
"782","7911142","1","1",1,0,1,1,2132997.24880606
"783","7911144","1","1",1,1,1,1,2234546.10077664
"784","7911145","1","1",1,0,1,1,1920772.68037945
"785","7911146","1","1",1,1,1,1,1479845.26185319
"786","7911148","1","1",1,1,1,1,1571741.18740484
"787","7911149","1","1",1,0,1,1,1652925.68795383
"788","7911150","1","1",1,0,1,1,2885149.28190038
"789","7911152","1","1",1,0,1,1,2257355.58962449
"790","7911153","1","1",1,0,0,1,2297215.50639719
"791","7911155","1","1",1,0,1,1,2346722.78756276
"792","7911157","1","1",1,0,1,1,2504765.88658988
"793","7911158","1","1",0,0,1,1,2511919.06893626
"794","7911159","1","1",0,0,1,0,2050060.59994921
"795","7911160","1","1",1,0,1,1,1420562.40480393
"796","7911161","1","1",1,0,1,1,2445863.80448192
"797","7911163","1","1",1,0,1,0,1600233.96972567
"798","7911164","1","1",1,0,1,1,2285960.6959112
"799","7911165","1","1",1,0,1,1,2664809.80442837
"800","7911166","1","1",1,0,1,1,1748394.51758191
"801","7911167","1","1",1,1,1,1,1849256.1596632
"802","7911168","1","1",1,0,1,1,2044032.66649693
"803","7911169","1","1",1,0,1,1,2775527.07735449
"804","7911170","1","1",1,1,1,1,2600344.63252872
"805","7911171","1","1",1,0,1,1,1651401.6405493
"806","7911173","1","1",1,0,1,1,1352234.9620983
"807","7911174","1","1",1,1,1,1,2805003.24798748
"808","7911176","1","1",1,0,1,1,1686160.52011028
"809","7911177","1","1",0,0,1,1,2862226.47646442
"810","7911178","1","1",1,0,1,1,2522520.1959163
"811","7911181","1","1",1,0,1,1,2589621.19966745
"812","7911182","1","1",1,0,1,1,1194615.33190683
"813","7911183","1","1",1,0,1,1,2470164.27874565
"814","7911184","1","1",1,1,1,0,1678978.06547582
"815","7911185","1","1",1,0,1,1,2899018.96007359
"816","7911186","1","1",1,1,1,1,2994523.7682946
"817","7911187","1","1",1,1,1,1,2007843.32577139
"818","7911188","1","1",1,0,1,1,1864254.93469462
"819","7911189","1","1",1,1,1,1,1295408.36052969
"820","7911190","1","1",1,0,1,1,1853212.8623873
"821","7911192","1","1",1,0,0,1,1892934.84322727
"822","7911193","1","1",1,0,0,1,1812287.51409799
"823","7911194","1","1",1,0,1,1,1198681.69046938
"824","7911197","1","1",1,0,1,1,2005500.26606768
"825","7911198","1","1",1,0,1,1,2487350.4495807
"826","7911199","1","1",0,0,1,1,1861714.50339258
"827","7911200","1","1",1,0,1,1,2197374.45432693
"828","7911200","1","2",1,0,1,1,2572929.74198237
"829","7911201","1","1",1,0,1,1,2162883.38441402
"830","7911202","1","1",1,0,1,1,1919590.73506296
"831","7911204","1","1",1,1,1,1,2477870.92916667
"832","7911205","1","1",1,0,1,1,1340647.0182538
"833","7911210","1","1",0,0,1,1,1467537.22220659
"834","7911214","1","1",1,0,1,1,2208799.71051589
"835","7911215","1","1",1,0,1,1,2309554.67376858
"836","7911217","1","1",1,1,1,1,1397474.78080913
"837","7911218","1","1",1,0,1,1,1953272.27292582
"838","7911219","1","1",1,0,1,1,1605716.95486084
"839","7911222","1","1",1,0,1,1,1492531.30463883
"840","7911224","1","1",1,0,1,1,1865328.11654732
"841","7911225","1","1",1,0,1,1,1219581.40371367
"842","7911226","1","1",1,0,1,1,2247557.12859333
"843","7911228","1","1",1,0,1,0,2537088.11378106
"844","7911229","1","1",1,1,1,1,1797748.58191609
"845","7911230","1","1",1,1,1,1,2000302.07183212
"846","7911231","1","1",1,0,1,1,1219110.7259877
"847","7911234","1","1",1,0,1,1,2892163.13084587
"848","7911235","1","1",1,0,1,1,2548507.05137476
"849","7911236","1","1",1,0,1,0,1526341.47383273
"850","7911237","1","1",1,1,1,1,2151241.49581417
"851","7911238","1","1",1,0,1,1,2749430.94305694
"852","7911239","1","1",0,0,1,1,2291001.1424683
"853","7911241","1","1",1,1,1,1,2297574.73068312
"854","7911242","1","1",1,0,1,1,1357252.38898769
"855","7911243","1","1",1,1,1,1,1562204.38836142
"856","7911245","1","1",1,1,1,1,2394080.42084426
"857","7911247","1","1",1,0,1,0,2051794.18232292
"858","7911248","1","1",1,0,1,1,2257500.4786253
"859","7911249","1","1",1,0,1,1,2754158.47713128
"860","7911250","1","1",1,0,1,1,2372074.87417385
"861","7911252","1","1",0,0,1,0,2455604.92733493
"862","7911254","1","1",1,1,1,1,2579305.64329028
"863","7911255","1","1",0,0,1,0,1819037.03464195
"864","7911257","1","1",1,0,1,1,1640050.4514575
"865","7911258","1","1",1,0,1,1,2002700.22314042
"866","7911260","1","1",1,0,1,1,2903831.94277063
"867","7911261","1","1",1,0,1,1,2320603.77754271
"868","7911262","1","1",1,1,1,1,1832776.47366747
"869","7911263","1","1",1,1,1,1,2615617.19993129
"870","7911265","1","1",1,0,1,0,1963552.77864262
"871","7911266","1","1",1,0,1,1,1244861.30736768
"872","7911267","1","1",1,0,1,1,2633500.83075464
"873","7911269","1","1",1,0,1,1,2534861.73924059
"874","7911270","1","1",0,0,1,0,1276137.37842068
"875","7911271","1","1",0,0,1,1,1553883.96024704
"876","7911272","1","1",1,1,1,1,1896174.76688698
"877","7911273","1","1",1,0,1,1,2883545.23908347
"878","7911274","1","1",1,0,1,1,2981626.22414529
"879","7911275","1","1",1,0,1,1,1286128.37860361
"880","7911277","1","1",1,1,1,1,2278214.07712996
"881","7911278","1","1",1,0,1,1,1621955.80894127
"882","7911279","1","1",1,0,1,1,1989855.42634502
"883","7911280","1","1",1,1,1,1,2913612.53360286
"884","7911281","1","1",1,0,1,1,2100090.58389813
"885","7911282","1","1",1,1,1,1,2502663.90899196
"886","7911283","1","1",1,0,1,1,2143569.19517741
"887","7911284","1","1",1,0,1,1,1911068.03093106
"888","7911286","1","1",1,1,1,1,2699246.36794254
"889","7911288","1","1",1,0,1,1,2498614.59851265
"890","7911291","1","1",1,0,1,1,2631242.00856313
"891","7911292","1","1",1,0,0,1,1386699.88496229
"892","7911293","1","1",1,0,1,1,2639891.71992987
"893","7911294","1","1",1,1,0,1,1384710.08224413
"894","7911297","1","1",1,0,1,1,1389274.28262308
"895","7911300","1","1",1,0,1,1,1513594.11295503
"896","7911301","1","1",1,0,1,1,1428668.21659729
"897","7911303","1","1",1,1,1,1,1890490.10593444
"898","7911305","1","1",1,1,1,1,1249779.90429848
"899","7911306","1","1",1,0,1,1,1731474.55414757
"900","7911307","1","1",1,0,1,1,2867247.43301049
"901","7911308","1","1",1,1,1,1,1336283.82280469
"902","7911312","1","1",1,0,1,1,2181405.55193648
"903","7911314","1","1",1,0,1,1,2960411.82694957
"904","7911315","1","1",1,0,1,1,2450656.93601966
"905","7911317","1","1",1,0,1,1,1573870.98841369
"906","7911318","1","1",1,0,1,0,2174643.64225045
"907","7911319","1","1",1,0,1,1,1904366.74231663
"908","7911320","1","1",1,1,1,1,2650176.08946189
"909","7911321","1","1",1,0,1,1,2749233.81479457
"910","7911322","1","1",1,0,1,0,2970460.53973958
"911","7911323","1","1",0,0,1,1,1476329.26454768
"912","7911324","1","1",0,0,1,1,1204575.43527707
"913","7911325","1","1",1,0,1,1,1396266.4472498
"914","7911326","1","1",1,0,1,1,2336582.47077838
"915","7911327","1","1",1,0,1,1,1506866.75054953
"916","7911330","1","1",1,0,1,1,2901831.66846633
"917","7911331","1","1",1,0,1,1,2442879.54637781
"918","7911333","1","1",1,0,1,1,1418379.33978066
"919","7911334","1","1",1,0,1,1,1836565.05437568
"920","7911335","1","1",1,1,1,1,2555689.63110447
"921","7911336","1","1",1,0,1,1,2063520.51150054
